1, 0.9691
2, 0.9627
3, 0.9705
4, 0.9682
5, 0.9688
6, 0.9677
7, 0.9694
8, 0.967
9, 0.9659
10, 0.9665
11, 0.9668
12, 0.9661
13, 0.9653
14, 0.964
15, 0.9633
16, 0.9632
17, 0.963
18, 0.9633
19, 0.9632
20, 0.9625
21, 0.963
22, 0.9618
23, 0.9619
24, 0.9608
25, 0.9609
26, 0.9612
27, 0.9604
28, 0.9602
29, 0.9593
30, 0.9596
